"UniqueCellID","Group","Poon_et_al_2022_nat_immunol_Human_Lung_CD4_TRM","Poon_et_al_2022_nat_immunol_Human_Skin_CD4_TRM","Poon_et_al_2022_nat_immunol_Human_jejunum_CD4_TRM","Zhang_2022_Gut_Human_Liver_HBV_infiltrating_CD4","Zheng_2017_Cell_Human_HCC_infiltrating_CD4","Argyriou_2022_Nat_Comm_Human_Synovial_tissues_TPH","Law_et_al_2024_Nature_Human_Synovial_tissues_TPH"
"huDistalExp4_plate6_BC1","huDistalExp4_plate6_BC1","Auto-reactivity",0.301268047001348,0.605409887704416,0.20425556437903,0.460174487625035,0.40251677339134,0.230301420243897,0.240945566995142
"huDistalExp4_plate6_BC61","huDistalExp4_plate6_BC61","Auto-reactivity",0.340748324985332,0.463168812817939,0.0837594452788291,0.279494813682934,0.394504015300107,0.306562462688646,0.30028612560134
"huDistalExp4_plate6_BC15","huDistalExp4_plate6_BC15","Auto-reactivity",0.464916141886373,0.60599651303444,0.285533995363159,0.500835954377563,0.612673302296902,0.113764402936111,0.31688456383125
"huDistalExp4_plate6_BC67","huDistalExp4_plate6_BC67","Auto-reactivity",0.2901499036628,0.223390656905948,0.0729474537285537,0.444244626454226,0.341088053922463,0.540267317869673,0.504335487834089
"huDistalExp4_plate6_BC7","huDistalExp4_plate6_BC7","Auto-reactivity",0.0724910572581819,0.400314939670499,0.273973603892919,0.463141110135236,0.526355242093646,0.249802659143565,0.263289684391394
"huDistalExp4_plate6_BC43","huDistalExp4_plate6_BC43","Auto-reactivity",0.325019351598484,0.235061548359884,0.158008065747339,0.39391222214293,0.550203287367341,0.454580134920669,0.618464304384347
"huDistalExp4_plate6_BC14","huDistalExp4_plate6_BC14","Auto-reactivity",0.449044274256041,0.491485923257059,0.462876315120315,0.481167759276225,0.562941152543281,0.386552919611981,0.386967406618027
"huDistalExp4_plate6_BC20","huDistalExp4_plate6_BC20","Auto-reactivity",0.321981992553755,0.363712941739949,0.130233577271747,0.681767593763751,0.661678299248451,0.565857316627319,0.601561791020427
"huDistalExp4_plate6_BC70","huDistalExp4_plate6_BC70","Auto-reactivity",0.451034453949719,0.534259453066505,0.178700586518371,0.550636873959449,0.652881130874852,0.342273117040999,0.434399634308567
"huDistalExp4_plate6_BC10","huDistalExp4_plate6_BC10","Auto-reactivity",-0.0545080100050633,0.253017341317538,-0.0855759191225423,0.582037226256403,0.266959066442327,0.0565891905280171,-0.047657571448531
"huDistalExp4_plate6_BC86","huDistalExp4_plate6_BC86","Auto-reactivity",0.593809962467622,0.444534859482903,0.495791137156101,0.314448201743728,0.506674412262039,0.284706977435955,0.37471241102335
"huDistalExp4_plate6_BC57","huDistalExp4_plate6_BC57","Auto-reactivity",0.89779898093977,0.422105406595693,0.484667441137733,0.916878074308766,0.678917634877087,0.579082738112518,0.370023884264427
"huDistalExp4_plate6_BC56","huDistalExp4_plate6_BC56","Auto-reactivity",0.518191915673212,0.457907215173193,0.0585797755637797,0.412011731092567,0.631186794489971,0.712561672014241,0.85365684151112
"huDistalExp4_plate6_BC50","huDistalExp4_plate6_BC50","Auto-reactivity",0.129719767086542,0.260758823997644,0.0183693151843733,0.555210183082308,0.579952185586434,0.223473470406878,0.316864451056475
"huDistalExp4_plate6_BC60","huDistalExp4_plate6_BC60","Auto-reactivity",0.10579006327253,0.381458698572065,0.17451558676773,0.264417722026971,0.341056004402874,0.226974693023961,0.14191493809557
"huDistalExp4_plate6_BC2","huDistalExp4_plate6_BC2","Auto-reactivity",0.0597933235896482,0.125353349753903,0.0285790909259174,0.245759190529624,0.178163458002366,0.134425454915083,0.131350198236948
"huDistalExp4_plate6_BC58","huDistalExp4_plate6_BC58","Auto-reactivity",0.0443963068839477,0.163779349813311,0.109981591475229,0.560462769579636,0.321256666739057,0.10071178953312,0.19338055718562
"huDistalExp4_plate6_BC82","huDistalExp4_plate6_BC82","Auto-reactivity",-0.12050432259222,0.145614582597841,-0.0647224248486916,0.136122568858864,0.0672514139917296,0.0796918183734471,0.0114264351167115
"huDistalExp4_plate6_BC45","huDistalExp4_plate6_BC45","Auto-reactivity",0.329700954312436,0.51169622412142,0.289903267635587,0.559801024248089,0.519923688356663,0.297171195648547,0.335186650616723
"huDistalExp4_plate6_BC16","huDistalExp4_plate6_BC16","Auto-reactivity",0.447327074715862,0.285654891590794,0.0724494432566746,0.499081028912134,0.446627159137528,0.427496380993602,0.441982219309536
"huDistalExp4_plate6_BC8","huDistalExp4_plate6_BC8","Auto-reactivity",0.347387878916577,0.264839010046846,0.00394061662491257,0.446500246715958,0.45221895778939,0.133871223505002,0.332955356536052
"huDistalExp4_plate6_BC63","huDistalExp4_plate6_BC63","Auto-reactivity",0.165220804423513,0.472256759694951,0.129426617234431,0.307885293750031,0.374505424917537,0.097921638009055,0.343942040591371
"huDistalExp4_plate6_BC85","huDistalExp4_plate6_BC85","Auto-reactivity",0.33399505888353,0.374240561267038,0.283096660687863,0.600145675883088,0.506585729724608,0.324912033828998,0.307979437628315
"huDistalExp4_plate6_BC19","huDistalExp4_plate6_BC19","Auto-reactivity",0.583510877617827,0.445199710390105,0.0583188352767416,0.4116863524604,0.405394666755297,0.399106093427524,0.597218163964529
"huDistalExp4_plate6_BC78","huDistalExp4_plate6_BC78","Auto-reactivity",0.511369077695688,0.340677868513733,0.283550821972031,0.608560139185211,0.268916087809397,0.340429026162488,0.511036638888004
"huDistalExp4_plate6_BC89","huDistalExp4_plate6_BC89","Auto-reactivity",0.277220566131697,0.286745750015641,0.25376107767302,0.379312602338422,0.249654926795552,0.159524783324001,0.156291802587035
"huDistalExp4_plate6_BC12","huDistalExp4_plate6_BC12","Auto-reactivity",0.21016572907344,0.0966351300026045,0.223553391687459,0.453824033713091,0.320594476797564,0.485342389762688,0.379724068265162
"huDistalExp4_plate6_BC9","huDistalExp4_plate6_BC9","Auto-reactivity",0.27845469751174,0.298502372099248,0.187775119786071,0.733890332311172,0.435754336224414,0.0838238313585538,0.116784383609132
"huDistalExp4_plate6_BC22","huDistalExp4_plate6_BC22","Auto-reactivity",0.0758282804063304,0.225282224867743,0.279285829063649,0.320769331989599,0.0790203829610147,0.249579316516833,0.176583157032851
"huDistalExp4_plate6_BC34","huDistalExp4_plate6_BC34","Auto-reactivity",0.443941872291107,0.604712054333207,0.248835682718849,0.431492509967088,0.35873416582197,0.251865813294669,0.386576274694129
"huDistalExp4_plate6_BC37","huDistalExp4_plate6_BC37","Auto-reactivity",0.0469396870477773,0.089489857486191,0.12839481486154,0.273200046079679,0.252517536090689,0.175718125075994,0.12240921158854
"huDistalExp4_plate6_BC52","huDistalExp4_plate6_BC52","Auto-reactivity",0.570746608499777,0.604756423222562,0.339087663051401,0.424103194670295,0.38397742425086,0.422112985321065,0.564841850009941
"huDistalExp4_plate6_BC90","huDistalExp4_plate6_BC90","Auto-reactivity",0.320465119808311,0.288218578509315,0.317975934764357,0.437926284258607,0.565610612486292,0.198267386912598,0.519933039118393
"huDistalExp4_plate6_BC68","huDistalExp4_plate6_BC68","Auto-reactivity",0.384233361021591,0.15394406543157,0.144271348771475,0.592348646840484,0.499366758160982,0.343731038059425,0.595682976089496
"huDistalExp4_plate6_BC53","huDistalExp4_plate6_BC53","Auto-reactivity",0.359289095826541,0.241000116854596,0.14699241867466,0.750956141909714,0.574813216117438,0.616118913349809,0.713522870495971
"huDistalExp4_plate6_BC80","huDistalExp4_plate6_BC80","Auto-reactivity",0.26728330194795,0.296974001305124,0.287590719557977,0.700301256111169,0.526144500841885,0.51961265962684,0.771391832037776
"huDistalExp4_plate6_BC32","huDistalExp4_plate6_BC32","Auto-reactivity",0.0336509575660235,0.24215147332387,0.0667954989741755,0.386932035482833,0.458766201619602,0.236304425246363,0.285617887806625
"huDistalExp4_plate6_BC4","huDistalExp4_plate6_BC4","Auto-reactivity",0.453054203524794,0.397012372478103,0.362943653576969,0.728595250114283,0.390943721528902,0.397838175938164,0.387483344046037
"huDistalExp4_plate6_BC6","huDistalExp4_plate6_BC6","Auto-reactivity",0.225555039315714,0.422120229478638,0.174633432206219,0.617115405172597,0.48657062364502,0.277682328154055,0.223154331765049
"huDistalExp4_plate6_BC49","huDistalExp4_plate6_BC49","Auto-reactivity",0.498237201661505,0.509443371135726,0.109559021778379,0.378457743981062,0.34029135691663,0.379888177701805,0.431818670066907
"huDistalExp4_plate6_BC75","huDistalExp4_plate6_BC75","Auto-reactivity",0.177275131270807,0.154165635676757,-0.00377822583497639,0.269131244174158,0.161314275392704,0.222654984179056,0.218808915154884
"huDistalExp4_plate6_BC30","huDistalExp4_plate6_BC30","Auto-reactivity",0.345753344737127,0.296471670065254,0.0527242228681198,0.668839844400315,0.536251016253274,0.240404445631831,0.316187038683865
"huDistalExp4_plate6_BC13","huDistalExp4_plate6_BC13","Auto-reactivity",0.187620389695174,0.329068249555819,0.25491664975665,0.733541979297872,0.59622501263163,0.359207423360962,0.412368053798511
"huDistalExp4_plate6_BC74","huDistalExp4_plate6_BC74","Auto-reactivity",0.31229894639386,0.182162062829785,0.224113591780503,0.397161351369835,0.258410535369234,0.367026954559975,0.339849159529027
"huDistalExp4_plate6_BC47","huDistalExp4_plate6_BC47","Auto-reactivity",0.369344198988086,0.0792728438184938,-0.058165705179273,0.655416037058482,0.220191803419526,0.259902032811406,0.012485676416653
"huDistalExp4_plate6_BC73","huDistalExp4_plate6_BC73","Auto-reactivity",0.502971222240446,0.429186781258547,0.386664762572811,0.940618809516492,0.683089958316344,0.555719311683769,0.627090797849047
"huDistalExp4_plate7_BC26","huDistalExp4_plate7_BC26","Auto-reactivity",0.188332705962554,0.218150561771227,0.109264557993443,0.232985284453167,0.253623668236273,0.234233720166177,0.305917813502328
"huDistalExp4_plate7_BC3","huDistalExp4_plate7_BC3","Auto-reactivity",0.289690597226297,0.277077670521693,0.284020045862537,0.458007399211843,0.335848107443218,0.298045702076615,0.499876888808614
"huDistalExp4_plate7_BC18","huDistalExp4_plate7_BC18","Auto-reactivity",0.370192833738262,0.383955001706671,0.282188630839719,0.495658976294579,0.473299794884529,0.273494475341185,0.454131924336425
"huDistalExp4_plate7_BC21","huDistalExp4_plate7_BC21","Auto-reactivity",0.818318029320917,0.663781216781323,0.347892334509026,0.525443411813147,0.702725115066834,0.782680673300656,0.771890018237458
"huDistalExp4_plate7_BC59","huDistalExp4_plate7_BC59","Auto-reactivity",0.435258553742475,0.418799983121462,0.113879327549003,0.213509051790424,0.3765822462857,0.392834137981366,0.521668258233744
"huDistalExp4_plate7_BC7","huDistalExp4_plate7_BC7","Auto-reactivity",0.0924686457598487,0.123766739908464,0.0826996459872676,0.0806905550603525,0.306212493844393,0.146364892518459,0.245900429369378
"huDistalExp4_plate7_BC10","huDistalExp4_plate7_BC10","Auto-reactivity",0.607193772948946,0.408276350543447,0.309595799467762,0.545795444795465,0.524750768582459,0.316823500705971,0.444226029550389
"huDistalExp4_plate7_BC20","huDistalExp4_plate7_BC20","Auto-reactivity",0.217724400700243,0.15636789379558,0.0430640993657789,0.609732771363414,0.418841535094152,0.282290108382545,0.397689435907338
"huDistalExp4_plate7_BC56","huDistalExp4_plate7_BC56","Auto-reactivity",0.205558310666964,0.40693166227774,0.341394210715113,0.698296685382085,0.48309114812147,0.433027089727384,0.317970031286615
"huDistalExp4_plate7_BC15","huDistalExp4_plate7_BC15","Auto-reactivity",0.709397461110139,0.335610741849014,0.393442357955354,0.563525649532041,0.490228318571716,0.318792883570052,0.642768560921394
"huDistalExp4_plate7_BC38","huDistalExp4_plate7_BC38","Auto-reactivity",0.132797948355218,0.2757369071595,0.0609897243659343,0.44455005252783,0.631205040960139,0.327056894480109,0.323567521929266
"huDistalExp4_plate7_BC36","huDistalExp4_plate7_BC36","Auto-reactivity",0.112913973599324,0.157267231628961,0.160477571088798,0.36404209491237,0.276418462086789,0.22116972777669,0.254024324453359
"huDistalExp4_plate7_BC43","huDistalExp4_plate7_BC43","Auto-reactivity",0.317141847879361,0.301422460142701,0.194231401534973,0.468791430521077,0.427269765612299,0.412285176237312,0.481357305542344
"huDistalExp4_plate7_BC46","huDistalExp4_plate7_BC46","Auto-reactivity",0.212611037421877,0.145975837914201,-0.0268243051994437,0.179341325767503,0.394192890913071,0.222343917868475,0.275791156912057
"huDistalExp4_plate7_BC22","huDistalExp4_plate7_BC22","Auto-reactivity",0.0891185788402744,0.543961421125481,0.294852260932996,0.402611066746102,0.240455765986764,0.0759837507550882,-0.0582892869237933
"huDistalExp4_plate7_BC13","huDistalExp4_plate7_BC13","Auto-reactivity",0.234210251049998,0.230262419956649,0.326676338315064,0.335742831056085,0.260630898397616,0.260981280254273,0.292164707980812
"huDistalExp4_plate7_BC70","huDistalExp4_plate7_BC70","Auto-reactivity",0.391655587889717,0.4954990291176,0.306648074848232,0.540870302478553,0.535413950582517,0.332766218689267,0.373286925377708
"huDistalExp4_plate7_BC9","huDistalExp4_plate7_BC9","Auto-reactivity",0.367508627669637,0.466865627943698,0.375024797917838,0.609138578704167,0.385795491667802,0.530217861225027,0.559785921051064
"huDistalExp4_plate7_BC53","huDistalExp4_plate7_BC53","Auto-reactivity",0.251394933884439,0.357391303245266,0.231837765041076,0.353767934904352,0.139723255368736,0.367067474617553,0.272759190641447
"huDistalExp4_plate7_BC8","huDistalExp4_plate7_BC8","Auto-reactivity",0.624879316066877,0.645179353905391,0.236774272773954,0.627020538045684,0.419128682462073,0.472438313860136,0.56736885094309
"huDistalExp4_plate7_BC51","huDistalExp4_plate7_BC51","Auto-reactivity",0.178905248114992,0.172194930827187,0.179496484949712,0.266859491185615,0.395548208419868,0.254885604776382,0.347806187453793
"huDistalExp4_plate7_BC25","huDistalExp4_plate7_BC25","Auto-reactivity",-0.1993339148091,0.22052750375417,0.248004320808335,0.227158265638685,0.0842679720475632,0.109209538329441,0.215001569555768
"huDistalExp4_plate7_BC30","huDistalExp4_plate7_BC30","Auto-reactivity",0.276704354916694,0.653349557954975,0.193038630790849,0.437670801532735,0.432541480530215,0.4485119017099,0.569036538176175
"huDistalExp4_plate7_BC67","huDistalExp4_plate7_BC67","Auto-reactivity",0.218016725659974,0.214031964931711,0.334052839058587,0.270302964658366,0.38569686218634,0.165685355051615,0.391093003664914
"huDistalExp4_plate7_BC29","huDistalExp4_plate7_BC29","Auto-reactivity",0.387010309216757,0.568438030150438,0.171487426451008,0.625126846051569,0.732891926185988,0.484495101448264,0.690495778083127
"huDistalExp4_plate7_BC5","huDistalExp4_plate7_BC5","Auto-reactivity",0.204798471761421,0.0846464070938662,0.108905796834037,0.325516934711819,0.329614171779663,0.225458081726985,0.354062811058568
"huDistalExp4_plate8_BC38","huDistalExp4_plate8_BC38","C.ALB",0.227658068104071,0.285586149735249,0.251576161882625,0.169108029244871,0.0558583505936385,-0.0616992775980658,-0.0136068120682576
"huDistalExp4_plate8_BC26","huDistalExp4_plate8_BC26","C.ALB",0.0617822509783713,0.190998052721123,0.00816893616220915,-0.020754042716524,-0.133542819380589,-0.113497525834533,0.0414274437869716
"huDistalExp4_plate8_BC13","huDistalExp4_plate8_BC13","C.ALB",0.137843042133529,0.325020159033826,0.199854549931085,0.174536348403834,0.132026248352468,-0.0429618456645527,0.136666646749183
"huDistalExp4_plate8_BC21","huDistalExp4_plate8_BC21","C.ALB",0.17191786082919,0.322310431601786,-0.0128024036578165,-0.0115538641485413,-0.179515662493869,-0.197607320446687,-0.0464342029911532
"huDistalExp4_plate8_BC27","huDistalExp4_plate8_BC27","C.ALB",0.256738849010216,0.289281116680483,0.189070637971264,0.260391579770644,0.232313305263262,0.136925890821115,0.236945687814564
"huDistalExp4_plate8_BC3","huDistalExp4_plate8_BC3","C.ALB",0.165884124193295,0.142918806385697,0.217962532358565,0.139523339502793,0.107880879247075,-0.022497230854803,0.105087206423896
"huDistalExp4_plate8_BC18","huDistalExp4_plate8_BC18","C.ALB",0.0935613096067293,0.294461980301134,0.0628062058792609,0.296468443998364,0.102670911084685,-0.0584891094038956,0.0737941951791772
"huDistalExp4_plate8_BC31","huDistalExp4_plate8_BC31","C.ALB",-0.018449466341525,0.0376265526404558,-0.033309783281058,0.243564685226309,0.060700479139459,-0.0594823192564512,0.0670663384772378
"huDistalExp4_plate8_BC51","huDistalExp4_plate8_BC51","C.ALB",0.16951180099096,0.0431334400294846,0.0238784336887764,0.29196890556225,0.148918967822316,0.121885067617832,0.139850367262251
"huDistalExp4_plate8_BC59","huDistalExp4_plate8_BC59","C.ALB",0.314865539175711,0.287658071447682,0.113054362000052,0.284846739135926,0.149262209376762,0.224773415265757,0.334499723814372
"huDistalExp4_plate8_BC39","huDistalExp4_plate8_BC39","C.ALB",-0.144776239239587,0.060707928173683,-0.133269910978638,-0.0162986067246012,-0.0984358211190666,-0.0395527568248494,-0.00479569485498232
"huDistalExp4_plate8_BC1","huDistalExp4_plate8_BC1","C.ALB",-0.146272289619805,0.133934943107024,-0.0253132259951284,0.204405703356741,0.138937013708035,-0.0433263760540283,-0.00531085690955257
"huDistalExp4_plate8_BC14","huDistalExp4_plate8_BC14","C.ALB",0.0623734607320217,0.107404404720339,0.0983771241720242,0.0952600261802361,0.0731472596726176,0.0411721496858928,0.177049074814445
"huDistalExp4_plate8_BC28","huDistalExp4_plate8_BC28","C.ALB",0.194147994832182,0.257352226921105,0.328854402614498,0.0396585093059951,0.0600862940584845,0.11008440430135,0.209910623569664
"huDistalExp4_plate8_BC61","huDistalExp4_plate8_BC61","C.ALB",0.491518037292583,0.371376907010365,0.31581184363383,0.272061490185392,0.0756348299408613,0.140591276896353,0.218332776119865
"huDistalExp4_plate8_BC36","huDistalExp4_plate8_BC36","C.ALB",0.293759930187009,0.383644804945367,0.208661251408064,0.223497197620749,0.0528542231086065,0.132298276327176,0.0951143527215698
"huDistalExp4_plate8_BC67","huDistalExp4_plate8_BC67","C.ALB",0.0852461153306485,0.19725973066231,0.00388878828858941,0.0472817989675844,-0.0496054053855349,-0.108800427265571,-0.0172567877444223
"huDistalExp4_plate8_BC20","huDistalExp4_plate8_BC20","C.ALB",0.104376407728188,0.194415637420833,0.175089465536734,0.179254243092375,0.202750447717296,0.0671147004157666,0.107541722343971
"huDistalExp4_plate8_BC50","huDistalExp4_plate8_BC50","C.ALB",0.13484081788603,0.209279586923128,0.267088542485408,0.257769514976486,-0.0416840779059899,-0.170251504821272,-0.195399536060372
"huDistalExp4_plate8_BC40","huDistalExp4_plate8_BC40","C.ALB",0.448083416846675,0.44372088974778,0.303581795913855,0.433425071848272,0.181473769304458,-0.15746409809547,0.0361170100892514
"huDistalExp4_plate8_BC10","huDistalExp4_plate8_BC10","C.ALB",0.556594849209122,0.384184776753579,0.24007968300643,0.535392323817387,0.399433691108083,0.187141100639103,0.401109057223286
"huDistalExp4_plate8_BC7","huDistalExp4_plate8_BC7","C.ALB",0.498611716020674,0.27178469203469,0.556722140515892,0.307536373992789,0.207030416780835,0.0704131623105614,0.127169835352887
"huDistalExp4_plate8_BC70","huDistalExp4_plate8_BC70","C.ALB",0.384384965259252,0.48743341912479,0.341203311392881,0.3800712860365,0.159046914657517,-0.0136395724174944,0.120002714165578
"huDistalExp4_plate8_BC16","huDistalExp4_plate8_BC16","C.ALB",0.27056313843215,0.298655885920891,0.0138311546361501,0.279780668660384,0.0602512053065387,-0.0463192557129368,0.0339282169330113
"huDistalExp4_plate8_BC42","huDistalExp4_plate8_BC42","C.ALB",0.279734133386907,0.314300470929941,0.246432861848808,0.422654143282243,0.0579803957323531,0.0956295811320112,0.122796298781969
"huDistalExp4_plate8_BC2","huDistalExp4_plate8_BC2","C.ALB",0.347619989030037,0.334438346077495,0.225671862183944,0.380586969699882,0.0657046999093246,0.0292294086528798,0.0361236424880754
"huDistalExp4_plate8_BC12","huDistalExp4_plate8_BC12","C.ALB",0.385898303849283,0.337095308224705,0.163714894846876,0.347691495000847,-0.0463024069030701,-0.189366327737938,-0.125896263925936
"huDistalExp4_plate8_BC19","huDistalExp4_plate8_BC19","C.ALB",0.185243691379653,0.265975693507823,0.0934214138667895,0.373091312354939,0.158188612643639,-0.0134446309062398,0.14007925828585
"huDistalExp4_plate8_BC86","huDistalExp4_plate8_BC86","C.ALB",0.12585749740049,0.249847069741139,0.125283978454278,0.420483410038872,0.124469285288126,0.0255941305373034,0.0187799869444214
"huDistalExp4_plate8_BC25","huDistalExp4_plate8_BC25","C.ALB",0.0953784783254543,0.125583625044785,0.0228071063237179,0.00538524743837898,0.0481640017088341,-0.109525088783191,0.0318135827186552
"huDistalExp4_plate8_BC32","huDistalExp4_plate8_BC32","C.ALB",-0.131616395913689,0.0353975733427989,0.0164870902126382,0.146961856111576,-0.0477192697353498,-0.104462356319164,-0.119055027552722
"huDistalExp4_plate8_BC30","huDistalExp4_plate8_BC30","C.ALB",0.355505446438713,0.333042205528256,0.23720937632701,0.274103262932269,0.248644968318127,0.176734904675009,0.119659050111732
"huDistalExp4_plate8_BC73","huDistalExp4_plate8_BC73","C.ALB",0.113137835435374,0.269618452293777,0.197059323511073,0.126014848829262,0.0267451298335051,0.228525783342336,0.268583048198961
"huDistalExp4_plate8_BC35","huDistalExp4_plate8_BC35","H1N1",0.252013772916202,0.00714354124698674,0.0519097471122078,0.203548178745019,0.194938130968475,-0.0669446513130716,0.110083803166769
"huDistalExp4_plate8_BC63","huDistalExp4_plate8_BC63","C.ALB",0.221625133129849,0.282243175904637,0.242032570650896,0.521885371286333,0.0180724704775145,-0.091636636754073,0.0812724068341014
"huDistalExp4_plate8_BC17","huDistalExp4_plate8_BC17","C.ALB",0.303955909339208,0.226706692170708,0.196456837147217,0.145999707164639,0.134110969857841,0.289161507168907,0.373233890138233
"huDistalExp4_plate8_BC37","huDistalExp4_plate8_BC37","C.ALB",0.350348633766241,0.137409950432345,0.271843960790237,-0.0377361546705226,0.266295914211675,-0.0398045632878919,0.0569838284950585
"huDistalExp4_plate8_BC33","huDistalExp4_plate8_BC33","C.ALB",0.437251659788678,0.350252152468126,0.46468677576804,0.306140224974033,0.0562907080736657,0.127466895734226,0.103904438693443
"huDistalExp4_plate8_BC49","huDistalExp4_plate8_BC49","C.ALB",-0.0627300515067295,0.215766689966533,0.17748840374498,0.394778400584444,-0.0714155733138911,-0.116695675741624,-0.0238923157771674
"huDistalExp4_plate8_BC5","huDistalExp4_plate8_BC5","C.ALB",0.341297066726648,0.189370263953907,0.449982225675889,0.170370586593857,0.0626264875901696,-0.00797356588389037,0.129414158082192
"huDistalExp4_plate8_BC64","huDistalExp4_plate8_BC64","C.ALB",0.249410045551547,0.269859863018588,0.210492330301238,0.237706087922584,0.0833142105653608,0.289184586004826,0.292253737184948
"huDistalExp4_plate8_BC6","huDistalExp4_plate8_BC6","C.ALB",0.548171419381716,0.305977896019672,0.388971622328314,0.177600130359518,0.23309645323974,0.232836713004853,0.34936925900996
"huDistalExp4_plate8_BC52","huDistalExp4_plate8_BC52","C.ALB",0.40637304345737,0.614029934039833,0.255886098005017,0.507760473522174,0.321624396852166,0.352213672552022,0.490354127371738
"huDistalExp4_plate8_BC43","huDistalExp4_plate8_BC43","C.ALB",0.486253177493737,0.409185467784454,0.31588014921829,0.0733047467399119,0.220023287822256,0.185977378777569,0.349306388251899
"huDistalExp4_plate8_BC74","huDistalExp4_plate8_BC74","C.ALB",0.145655412885565,0.515981972613412,0.254428639230238,0.401603040505274,0.0281324531372887,0.207343525121683,0.163818000613735
"huDistalExp4_plate9_BC38","huDistalExp4_plate9_BC38","Auto-reactivity",-0.134210996109897,0.233158308113788,-0.198514792092093,0.328729911202413,0.176623716641469,-0.00170910633501653,0.0500404696259307
"huDistalExp4_plate9_BC26","huDistalExp4_plate9_BC26","Auto-reactivity",-0.0618118696084409,0.091902623439547,-0.037091738465891,-0.0236029398855522,-0.0230750641642783,-0.0940992894188343,-0.0393931311580613
"huDistalExp4_plate9_BC13","huDistalExp4_plate9_BC13","Auto-reactivity",-0.259624815413532,0.090445770685128,-0.0431419315961552,0.00953880472602342,-0.238541773174069,-0.257000954157615,-0.239060719746081
"huDistalExp4_plate9_BC3","huDistalExp4_plate9_BC3","H1N1",-0.0548216104711299,0.0880371415938949,-0.043378401633129,0.208459402786055,0.103776965715961,0.034728087218734,0.149357868045441
"huDistalExp4_plate9_BC59","huDistalExp4_plate9_BC59","Auto-reactivity",-0.050071616194128,-0.0327849450967527,-0.063302680300204,0.0700076600823449,-0.0315801038611435,-0.090302291489179,-0.0508015729176411
"huDistalExp4_plate9_BC15","huDistalExp4_plate9_BC15","Auto-reactivity",-0.10146699876317,-0.129873102111053,-0.120127262287714,0.10333490450199,-0.00777725589338774,-0.042001658305396,-0.0592193410718692
"huDistalExp4_plate9_BC50","huDistalExp4_plate9_BC50","SARS-CoV-2",-0.0471879310627654,0.0776852118838416,0.00863162812293705,0.250309582855568,0.410702511296737,0.122749271522337,0.175503541667135
"huDistalExp4_plate9_BC58","huDistalExp4_plate9_BC58","Auto-reactivity",0.25605442302261,0.175966527231176,0.00708077888580816,0.426755330877603,0.157702477197623,-0.0756940922064627,0.135479446436561
"huDistalExp4_plate9_BC2","huDistalExp4_plate9_BC2","Auto-reactivity",-0.168120789676722,0.140237916482177,-0.0452884459295848,0.0899041081804484,0.0851388454895118,0.0613937246877397,0.113125650829015
"huDistalExp4_plate9_BC9","huDistalExp4_plate9_BC9","Auto-reactivity",0.079812396598825,0.345888874960024,0.20416377249232,0.282658020949081,0.296357581487388,-0.0314891991701176,0.151913471277703
"huDistalExp4_plate9_BC90","huDistalExp4_plate9_BC90","Auto-reactivity",0.149529797755337,0.508498344659326,-0.0200158990177667,0.221098888107293,0.0117411958943155,0.240469678858297,0.273802223995999
"huDistalExp4_plate9_BC25","huDistalExp4_plate9_BC25","SARS-CoV-2",-0.181498739305039,-0.168329980889268,0.0967269762446177,0.0785428508285725,-0.111583648611359,-0.239825108953502,-0.226612140970989
"huDistalExp4_plate10_BC26","huDistalExp4_plate10_BC26","SARS-CoV-2",-0.107968376437382,-0.165933538144236,-0.205850566351903,0.0405783745725801,-0.0888405941572035,-0.075385429278082,-0.0797355599412556
"huDistalExp4_plate10_BC13","huDistalExp4_plate10_BC13","SARS-CoV-2",-0.0470855404138022,0.00555827410438103,-0.157627394259586,0.222082608089952,0.171006478234432,-0.0326057239109826,0.112726166665576
"huDistalExp4_plate10_BC27","huDistalExp4_plate10_BC27","SARS-CoV-2",0.0729557546636317,0.019899066832182,0.0728080113933828,0.14435883367441,0.0986349118243062,0.0226850376103714,0.0608297877522027
"huDistalExp4_plate10_BC39","huDistalExp4_plate10_BC39","SARS-CoV-2",0.0370450391196558,-0.00239511749051891,-0.0295236229883294,0.320458972623792,0.185670199188445,0.075993424119145,0.0410452164909149
"huDistalExp4_plate10_BC50","huDistalExp4_plate10_BC50","C.ALB",0.0809415448279462,-0.00211293474309437,0.00690352331964367,0.0615261439543213,-0.0291698322477313,-0.0711256715501913,-0.0446363873242951
"huDistalExp4_plate10_BC31","huDistalExp4_plate10_BC31","Auto-reactivity",0.0514440347647571,0.0696140545733019,-0.0126141150945467,0.126638001415537,0.221255550539763,0.220074641754575,0.198377537573442
"huDistalExp4_plate10_BC59","huDistalExp4_plate10_BC59","SARS-CoV-2",-0.0214691577346359,-0.11995415643865,-0.0452177054064455,0.214349417251705,0.0939484469082242,0.130334764600794,0.11875777901921
"huDistalExp4_plate10_BC15","huDistalExp4_plate10_BC15","H1N1",-0.0426375011391833,-0.0944057673283334,-0.0271261648981737,0.105564918209482,0.0509250089575264,-0.0264497952649574,0.0119852149517151
"huDistalExp4_plate10_BC54","huDistalExp4_plate10_BC54","SARS-CoV-2",0.0982524850154736,0.170863674106101,0.058514760145967,0.20206198101226,0.188450259879087,-0.0495479887981526,0.0491836560666632
