"UniqueCellID","Group","Poon_et_al_2022_nat_immunol_Human_Lung_CD4_TRM","Poon_et_al_2022_nat_immunol_Human_Skin_CD4_TRM","Poon_et_al_2022_nat_immunol_Human_jejunum_CD4_TRM","Zhang_2022_Gut_Human_Liver_HBV_infiltrating_CD4","Zheng_2017_Cell_Human_HCC_infiltrating_CD4","Argyriou_2022_Nat_Comm_Human_Synovial_tissues_TPH","Law_et_al_2024_Nature_Human_Synovial_tissues_TPH"
"huDistalExp1_plate13_BC35","huDistalExp1_plate13_BC35","H1N1",0.124470546725118,0.0455707408081305,-0.0253448923799033,-0.210950385425587,-0.0991402553950589,0.0879865955262989,0.0604741390319806
"huDistalExp1_plate13_BC18","huDistalExp1_plate13_BC18","SARS-CoV-2",0.147758990407959,0.1762339114797,0.0158006324923539,0.0445952994854424,0.379557917881666,0.00899511041975826,0.0859036710872209
"huDistalExp1_plate13_BC63","huDistalExp1_plate13_BC63","H1N1",0.0196818130266225,0.0935581570461788,0.0857456221298943,0.21748136646673,0.154919088326535,0.138979148679184,0.206943137811759
"huDistalExp1_plate13_BC79","huDistalExp1_plate13_BC79","H1N1",0.0180743758089132,0.337192129753392,-0.0384269446235201,0.0141511515648385,0.0106343633557109,-0.0949878257105904,-0.114621030741948
"huDistalExp1_plate13_BC45","huDistalExp1_plate13_BC45","C.ALB",0.0301924522252577,0.0387547671068472,0.104665461394309,0.17299045587561,-0.0892064437600254,0.153154014920235,-0.0394487703651982
"huDistalExp1_plate13_BC29","huDistalExp1_plate13_BC29","H1N1",0.00676627133555863,-0.0257890256449848,-0.0904675600755118,-0.095932783592124,-0.0399757923598784,-0.100249836717285,-0.0200697122981226
"huDistalExp1_plate13_BC90","huDistalExp1_plate13_BC90","H1N1",0.30101854483883,0.313005253266278,0.0611230237692521,0.130486168496272,-0.0517802669566139,0.125865722438776,0.0879573187701463
"huDistalExp1_plate13_BC68","huDistalExp1_plate13_BC68","H1N1",-0.0344144517649689,0.220867569766011,-0.152499892115076,0.231609502655403,0.0955403030397033,0.204736519213449,0.159747757005151
"huDistalExp1_plate13_BC53","huDistalExp1_plate13_BC53","H1N1",0.00121497067192278,0.0801881245594609,-0.0543478875967295,0.0078593589267637,0.151799480550839,-0.00105604892845435,0.127590491375672
"huDistalExp1_plate13_BC67","huDistalExp1_plate13_BC67","SARS-CoV-2",0.0876509603607449,0.115212213415407,-0.0515163623208965,0.140616170627186,0.128397179691924,0.171148264675002,0.154216097264755
"huDistalExp1_plate13_BC30","huDistalExp1_plate13_BC30","H1N1",-0.00652021362523214,-0.0434813667806667,0.164740622950976,0.209598426515214,0.194594455601044,-0.0642464527523517,-0.120924807728652
"huDistalExp1_plate13_BC77","huDistalExp1_plate13_BC77","H1N1",-0.0754980645116655,0.257496131079098,0.0833684634607509,0.131629373660439,0.210681723357055,-0.14537909266967,-0.0117514966871054
"huDistalExp2_plate1_BC21","huDistalExp2_plate1_BC21","Auto-reactivity",0.0396537923996149,0.175084775979471,0.0857167799367001,0.423479450721883,0.165806379060918,0.438525827099862,0.428566939987722
"huDistalExp2_plate1_BC80","huDistalExp2_plate1_BC80","H1N1",0.201307351006367,0.205488839156159,0.0522752483113921,0.0457571586082455,-0.019563167320567,-0.139806611886292,-0.128764429966185
"huDistalExp2_plate1_BC18","huDistalExp2_plate1_BC18","Auto-reactivity",0.317234759366692,0.373954054363562,0.500043328582452,0.385042835516252,0.102233164937209,0.306962139333188,0.21263637758784
"huDistalExp2_plate1_BC55","huDistalExp2_plate1_BC55","Auto-reactivity",0.140891417483145,0.230187827638963,0.164886643167927,0.0225610194362522,0.159913831999998,-0.0756993937099618,-0.109653163012904
"huDistalExp2_plate1_BC78","huDistalExp2_plate1_BC78","Auto-reactivity",0.321434117944494,0.365583787592028,0.153981751865994,0.401922044170088,0.446338986017615,0.412281883235287,0.422899044686496
"huDistalExp2_plate1_BC23","huDistalExp2_plate1_BC23","Auto-reactivity",0.179087361991993,0.350884359778402,0.122930771061633,0.105845967823135,0.244329947219484,0.13430616340288,0.163695052015327
"huDistalExp2_plate1_BC20","huDistalExp2_plate1_BC20","Auto-reactivity",0.116134394660603,0.193578422237414,0.0965623951706749,0.349907517916412,0.0355187249862872,0.154980092220867,0.289087918583558
"huDistalExp2_plate1_BC14","huDistalExp2_plate1_BC14","Auto-reactivity",0.0942411910162948,0.195683620440762,0.0233008244299194,0.549872282179793,0.196078795440891,0.238535966839739,0.0283752092197886
"huDistalExp2_plate1_BC79","huDistalExp2_plate1_BC79","Auto-reactivity",0.0702463252031047,0.154136019357252,0.11139954334355,0.448068469350617,0.411124865817053,0.0612312901785578,0.18722533761668
"huDistalExp2_plate1_BC16","huDistalExp2_plate1_BC16","Auto-reactivity",0.420370906880983,0.238571966209466,0.353399552599842,0.4940893472622,0.409724401242017,0.162428931240042,0.306425127655152
"huDistalExp2_plate1_BC61","huDistalExp2_plate1_BC61","Auto-reactivity",0.122651412460703,0.0964220744500888,0.172405587271871,0.253178706001745,0.221238243921573,0.161226767365595,0.0775456237180161
"huDistalExp2_plate1_BC74","huDistalExp2_plate1_BC74","Auto-reactivity",0.0449744992643777,0.286811188460628,0.122855188089041,0.2954889797016,-0.0692827567301691,-0.00245312596332214,-0.084334050962152
"huDistalExp2_plate1_BC42","huDistalExp2_plate1_BC42","SARS-CoV-2",0.221578609595975,0.445947173483864,0.266506028505655,0.416968573785559,0.0636869959062663,0.179927579517012,0.100759558626589
"huDistalExp2_plate1_BC11","huDistalExp2_plate1_BC11","Auto-reactivity",0.128114571128463,0.278979819333878,0.039324714454516,0.257339496585479,0.272447566585738,0.293402235802825,0.316730700810188
"huDistalExp2_plate1_BC41","huDistalExp2_plate1_BC41","Auto-reactivity",0.0678289576977216,0.698339815132525,0.397974182071293,0.511984015307726,0.0780870352617007,0.124257206013935,0.0891881333113016
"huDistalExp2_plate1_BC22","huDistalExp2_plate1_BC22","Auto-reactivity",0.07125424127039,0.0589716082506617,0.0771752362882177,0.0436180319945368,0.0967928167293302,-0.141460385361321,-0.134944284035733
"huDistalExp2_plate1_BC64","huDistalExp2_plate1_BC64","Auto-reactivity",0.331336443434052,0.22698342969863,0.111561218085572,0.686803466592368,0.169743087909762,0.377573313371903,0.275331554567543
"huDistalExp2_plate1_BC73","huDistalExp2_plate1_BC73","Auto-reactivity",-0.0715971114485134,0.184573145703327,0.114228605660371,0.333249342020729,0.116196449512338,0.158063337649547,0.0236652439358112
"huDistalExp2_plate1_BC76","huDistalExp2_plate1_BC76","Auto-reactivity",0.0635174974682237,0.345010163903095,0.230082844223226,0.234402309139052,0.383717589377481,0.178111299230196,0.200487820202666
"huDistalExp2_plate1_BC38","huDistalExp2_plate1_BC38","Auto-reactivity",0.387213416760303,0.226149222383909,0.326537650268359,0.487848250036769,0.357305960811722,0.13007272033001,0.253416564679364
"huDistalExp2_plate1_BC59","huDistalExp2_plate1_BC59","Auto-reactivity",0.0585779494019762,0.14978605559514,0.130539371849024,0.219242310055106,0.116289509851747,0.018125040742978,-0.0182977683202239
"huDistalExp2_plate1_BC26","huDistalExp2_plate1_BC26","Auto-reactivity",0.20702742187772,0.112713237811004,0.132392406257546,0.453110150524725,0.195737581479045,0.232502294132266,0.267270131102848
"huDistalExp2_plate1_BC65","huDistalExp2_plate1_BC65","Auto-reactivity",0.0952765021973283,0.168272775806862,0.164637947409854,0.376428022884908,0.0193524936711277,0.120608465447594,-0.0156011357720778
"huDistalExp2_plate1_BC93","huDistalExp2_plate1_BC93","Auto-reactivity",0.307803342860874,0.446125042493819,0.284583508549461,0.464327125167629,0.200011242289012,0.32263146155568,0.266070201305455
"huDistalExp2_plate1_BC3","huDistalExp2_plate1_BC3","Auto-reactivity",0.357858314043458,0.205781896348373,0.157430182589183,0.21162434407858,0.226821502506938,0.099308995408127,0.137687494695906
"huDistalExp2_plate1_BC77","huDistalExp2_plate1_BC77","Auto-reactivity",0.29807659803474,0.142226796486132,0.146797324751484,0.587538635932902,0.243006294054511,0.0290520339378983,-0.000346900299553532
"huDistalExp2_plate1_BC56","huDistalExp2_plate1_BC56","Auto-reactivity",0.212782155193148,0.140437710893361,0.128281879130292,0.319048292321766,0.233273762516345,-0.0462939691230558,0.0279266207976117
"huDistalExp2_plate1_BC67","huDistalExp2_plate1_BC67","Auto-reactivity",0.0195872065568752,0.267792768604751,0.0451944438958787,0.609120404180089,0.202311823365664,0.273966300779518,0.252177526412584
"huDistalExp2_plate1_BC31","huDistalExp2_plate1_BC31","Auto-reactivity",0.168724959727636,0.189923423131372,0.274755627420496,0.622340268242298,0.361693318021243,0.320875496158564,0.235865400858432
"huDistalExp2_plate1_BC70","huDistalExp2_plate1_BC70","Auto-reactivity",0.270495399684536,0.345574582144788,0.051354718620318,0.289411029462198,0.266492874031673,0.32295582267497,0.362233475263472
"huDistalExp2_plate1_BC13","huDistalExp2_plate1_BC13","H1N1",0.191358297091338,0.15870965254119,0.0989567302855074,0.389945881978647,0.247916162404622,0.197009785758323,0.171704957568746
"huDistalExp2_plate2_BC13","huDistalExp2_plate2_BC13","Auto-reactivity",0.293585166980123,0.471274471802534,0.0249677624993309,0.573311154358157,0.403646488346266,0.141845332936504,0.229031241898883
"huDistalExp2_plate2_BC21","huDistalExp2_plate2_BC21","Auto-reactivity",0.252713758211821,0.37687385748989,0.213556338130571,0.539530574963689,0.28923819850214,0.248398177333355,0.253034742380662
"huDistalExp2_plate2_BC57","huDistalExp2_plate2_BC57","H1N1",0.310663326168719,0.175190468819487,0.0543802490789335,0.0187179556663657,-0.0818722980210198,0.0489533833572042,0.084384160953842
"huDistalExp2_plate2_BC55","huDistalExp2_plate2_BC55","Auto-reactivity",0.0125725570168395,0.18342268455331,-0.00915952499398093,0.781709962169348,0.280966910471491,0.226295442373881,0.166807001863472
"huDistalExp2_plate2_BC12","huDistalExp2_plate2_BC12","Auto-reactivity",0.194207077633654,0.303044097422317,0.0190806222096398,0.435036295542104,0.174574998034126,0.249725424119993,0.28086433162677
"huDistalExp2_plate2_BC18","huDistalExp2_plate2_BC18","Auto-reactivity",0.293424523303666,0.515867124670049,0.620965143321311,0.717955062134498,0.171918904304364,0.381412999773009,0.326696775665391
"huDistalExp2_plate2_BC23","huDistalExp2_plate2_BC23","Auto-reactivity",0.338791226057224,0.262587917347641,0.147564266065807,0.494658740320267,0.258210061157504,0.151071797125464,0.404920671299517
"huDistalExp2_plate2_BC14","huDistalExp2_plate2_BC14","Auto-reactivity",0.0925577082666585,0.606454735558564,0.109586668760786,0.559685913069177,0.238471333577365,0.375573461060819,0.395710703313051
"huDistalExp2_plate2_BC20","huDistalExp2_plate2_BC20","Auto-reactivity",0.805646851063319,0.425761273441376,0.781544768863497,0.833356135403226,0.369539869250253,0.44117775002517,0.233365038970706
"huDistalExp2_plate2_BC8","huDistalExp2_plate2_BC8","Auto-reactivity",0.381184259235592,0.513964971557601,0.11857885593256,0.461666431096492,0.298826571274178,0.156364380500948,0.289369754538061
"huDistalExp2_plate2_BC16","huDistalExp2_plate2_BC16","Auto-reactivity",0.319001888858535,0.290640180261139,0.127714522131972,0.46425488011626,0.183221156734806,0.108214312559235,0.14432653686061
"huDistalExp2_plate2_BC54","huDistalExp2_plate2_BC54","Auto-reactivity",-0.065558507350683,0.287578278831394,0.15489827086482,0.375789978078067,-0.0601912466794793,0.0473208992632387,0.128615176675968
"huDistalExp2_plate2_BC47","huDistalExp2_plate2_BC47","Auto-reactivity",-0.00744363627685307,0.226876589597029,0.0337956842018738,0.326359803406726,0.0438417832710499,0.152767832198323,0.299110688641052
"huDistalExp2_plate2_BC17","huDistalExp2_plate2_BC17","Auto-reactivity",0.417751230211482,0.176013163618214,0.237547161817292,0.573775848112906,0.414544580863867,0.282040767598978,0.479554384822741
"huDistalExp2_plate2_BC40","huDistalExp2_plate2_BC40","Auto-reactivity",0.474945378735443,0.38628957261325,0.326632394907451,0.664610045762748,0.34633363318932,0.209277498350521,0.277707570070072
"huDistalExp2_plate2_BC22","huDistalExp2_plate2_BC22","Auto-reactivity",0.34130747239869,0.503073201020203,0.267678383071529,0.823947383833346,0.391035405236698,0.120088361952081,0.413595232033165
"huDistalExp2_plate2_BC19","huDistalExp2_plate2_BC19","Auto-reactivity",0.1907106319731,0.311346287138562,0.0708247845922361,0.45225853366286,0.20217954831059,0.317256791504829,0.195943803537178
"huDistalExp2_plate2_BC44","huDistalExp2_plate2_BC44","Auto-reactivity",0.142558196120909,0.545218867919217,0.43712309902313,0.458050033500785,0.280419905666112,0.171869751289695,0.205660550970344
"huDistalExp2_plate2_BC42","huDistalExp2_plate2_BC42","Auto-reactivity",0.475067331284911,0.258140581956132,0.310998181984268,0.598510979754393,0.47713899466777,0.380443079136952,0.424646636336325
"huDistalExp2_plate2_BC32","huDistalExp2_plate2_BC32","Auto-reactivity",0.323134756655214,0.457775912074339,0.181008743955832,0.583951372620467,0.293501160303907,0.228231371424497,0.273586449491359
"huDistalExp2_plate2_BC59","huDistalExp2_plate2_BC59","Auto-reactivity",0.107597067559386,0.25821371923479,0.148680575798251,0.433926456513043,0.0666830184840329,0.033582691771303,0.177636085028733
"huDistalExp2_plate2_BC38","huDistalExp2_plate2_BC38","Auto-reactivity",0.529332883040805,0.283750833014539,0.343386032252282,0.618527013616646,0.300279158675445,0.227852139751178,0.239829060703681
"huDistalExp2_plate2_BC53","huDistalExp2_plate2_BC53","Auto-reactivity",0.214382698934333,0.354762051499546,0.19459095380234,0.536070174796579,0.225797658849792,0.106653356494501,0.167824734068518
"huDistalExp2_plate2_BC70","huDistalExp2_plate2_BC70","Auto-reactivity",0.230859830587648,0.359070937088458,0.174414285936662,0.556217230897301,0.252154186947243,0.222860842060754,0.327142352618193
"huDistalExp2_plate2_BC56","huDistalExp2_plate2_BC56","Auto-reactivity",0.285069274642027,0.323165013061184,0.0599151453632356,0.447532899980287,0.238499829626895,0.270004390185794,0.297762308671694
"huDistalExp2_plate2_BC65","huDistalExp2_plate2_BC65","Auto-reactivity",0.1927396314979,0.420208034573755,0.129392494012715,0.404989738208752,0.0813022290724477,0.0839926424396241,0.22745751239796
"huDistalExp2_plate2_BC51","huDistalExp2_plate2_BC51","Auto-reactivity",0.364446402764078,0.323265933432719,0.303006140702522,0.571021851547155,0.449674169854689,0.266882238690425,0.45013150813347
"huDistalExp2_plate2_BC26","huDistalExp2_plate2_BC26","Auto-reactivity",0.705213429934468,0.339916251448007,0.588525522558077,0.873939404872956,0.436919794241559,0.230462142845331,0.240386188586177
"huDistalExp2_plate2_BC93","huDistalExp2_plate2_BC93","Auto-reactivity",0.44528259800335,0.603634735760067,0.559689214126947,0.841355243142532,0.355967116776426,0.32884264179906,0.367876186625153
"huDistalExp2_plate2_BC3","huDistalExp2_plate2_BC3","Auto-reactivity",0.159246639835615,0.472712710547431,0.210351226056152,0.660352192903512,0.279608669666314,0.272392096520325,0.272124713233376
"huDistalExp2_plate2_BC61","huDistalExp2_plate2_BC61","Auto-reactivity",0.0377015265040712,0.334505714649473,0.163001645840093,0.406354668080719,-0.0137036089989291,0.106026865554683,0.0926289444043199
"huDistalExp2_plate2_BC29","huDistalExp2_plate2_BC29","Auto-reactivity",0.535361443163608,0.578014358894361,0.407260724460855,0.543073195714159,0.336064534579667,0.304339186492939,0.310515094091454
"huDistalExp2_plate2_BC67","huDistalExp2_plate2_BC67","Auto-reactivity",0.547528990623426,0.274025541881549,0.501354241257107,0.651271829381786,0.351805732942934,0.34518456025882,0.356860385073806
"huDistalExp2_plate3_BC38","huDistalExp2_plate3_BC38","H1N1",-0.155728186468428,-0.0728979306819804,-0.121377081540672,0.160946210667314,-0.000835429584284508,-0.068455908530078,0.0476422812925539
"huDistalExp2_plate3_BC3","huDistalExp2_plate3_BC3","H1N1",0.0404874783931489,0.0597123356002239,-0.0977415240260387,-0.0212957348892728,0.0835227764508525,-0.13311552719271,0.10254237464821
"huDistalExp2_plate3_BC31","huDistalExp2_plate3_BC31","SARS-CoV-2",0.273655448662658,0.403409884843109,0.307781116902384,0.244897704586315,0.218575939277657,-0.0673808985608495,0.279578016960426
"huDistalExp2_plate3_BC21","huDistalExp2_plate3_BC21","H1N1",0.0112740495751383,0.0371869201682173,-0.0613931494181774,0.11545964443064,0.0678745198846603,-0.0786727321921598,0.0344764190688122
"huDistalExp2_plate3_BC65","huDistalExp2_plate3_BC65","H1N1",0.277141278323843,0.220040552901893,0.327241588181979,-0.0170138624610259,-0.0281918752294849,-0.162847373593969,0.00635077224684255
"huDistalExp2_plate3_BC13","huDistalExp2_plate3_BC13","H1N1",0.340801989533295,0.308230797036825,0.16962095625166,0.149460715974511,0.218222031709098,-0.131645563225517,0.152289438938151
"huDistalExp2_plate3_BC26","huDistalExp2_plate3_BC26","H1N1",-0.00643935248518468,0.194780135797914,0.193668624795852,0.172573872417946,0.049722331862831,-0.137859282800928,-0.0455435678030434
"huDistalExp2_plate3_BC7","huDistalExp2_plate3_BC7","H1N1",0.128177710379236,0.140481883669545,-0.0297197315296637,0.180400618844896,-0.0887423120205038,-0.0984379418428962,0.0295042155802314
"huDistalExp2_plate3_BC43","huDistalExp2_plate3_BC43","H1N1",-0.0387564760288782,0.0403706164196672,-0.106698165747644,-0.0560904812877003,0.0180987225850563,-0.190845062915094,-0.116441904790548
"huDistalExp2_plate3_BC39","huDistalExp2_plate3_BC39","H1N1",0.0312945990433536,0.0199652643001226,-0.0340960157222552,0.147902943102572,0.0364475873222116,-0.0529835658882165,0.0476917649927596
"huDistalExp2_plate3_BC14","huDistalExp2_plate3_BC14","H1N1",-0.116814572792009,0.129231940257778,-0.0818521568076738,-0.0663047996556509,-0.0281276549618618,-0.129536748204143,0.0313434772551229
"huDistalExp2_plate3_BC78","huDistalExp2_plate3_BC78","H1N1",-0.0924439707115833,0.188292155862949,0.138749496225557,0.22564472392028,0.215401694301909,0.0101112039287234,0.056567952097917
"huDistalExp2_plate3_BC66","huDistalExp2_plate3_BC66","C.ALB",-0.00827930729528414,0.492825037183557,0.157646391046663,0.167121553901702,0.11781084606047,-0.00420031760407269,0.0132251555575886
"huDistalExp2_plate3_BC54","huDistalExp2_plate3_BC54","H1N1",-0.0219866760094584,0.214972656691904,-0.0208560018917333,0.141807144167844,0.0102921368953053,-0.132856964552152,-0.158743054336852
"huDistalExp2_plate3_BC86","huDistalExp2_plate3_BC86","H1N1",0.264635305289198,0.291186179937944,-0.0145437682635354,0.153888184514533,0.0887293741201358,0.052484886456404,0.237213722428293
"huDistalExp2_plate3_BC89","huDistalExp2_plate3_BC89","H1N1",0.135634556386092,0.362731010300888,0.0885755113080994,0.226723404587413,0.171555170017375,-0.135832638737292,0.00234255537788008
"huDistalExp2_plate3_BC5","huDistalExp2_plate3_BC5","H1N1",0.400259682711781,0.191755625578428,0.192741897894246,0.360117731107323,0.287943728104162,0.0262285119423649,0.177314753069523
"huDistalExp2_plate3_BC63","huDistalExp2_plate3_BC63","C.ALB",0.298144559778002,0.334610995819549,0.444919554096491,0.395756218979059,0.241626237917233,0.176353961618304,0.268180325822089
"huDistalExp2_plate3_BC62","huDistalExp2_plate3_BC62","SARS-CoV-2",0.0385280984019344,0.136635267934746,-0.0372844668638393,0.258151140293905,0.239778037824482,0.0593129134741227,0.0358300268590199
"huDistalExp2_plate3_BC41","huDistalExp2_plate3_BC41","H1N1",0.0138900958203597,-0.0524303147794721,-0.000531459602453599,0.0520041262728528,0.0980225869822166,-0.160592646825004,0.0485806816781384
"huDistalExp2_plate3_BC74","huDistalExp2_plate3_BC74","H1N1",0.093074220689208,0.0934038459243297,-0.105507371788483,-0.0797956184918177,-0.0482417266743947,-0.140357914967437,-0.141378270606625
"huDistalExp2_plate3_BC12","huDistalExp2_plate3_BC12","H1N1",-0.0251857744782837,0.476487479072081,0.0833084451699688,-0.0160217595874086,0.0443191847488461,-0.0554800208944023,0.0658734954280794
"huDistalExp2_plate3_BC70","huDistalExp2_plate3_BC70","H1N1",0.265287203062588,0.0917457924673575,0.122140756321148,0.177805569781062,0.140916468337674,-0.0134234967268259,0.125544230747599
"huDistalExp2_plate3_BC61","huDistalExp2_plate3_BC61","H1N1",0.135978281906102,0.187655428439152,0.0750990149894135,0.178172770003569,0.297587012812937,0.0517629943752796,0.199710059516407
"huDistalExp2_plate3_BC19","huDistalExp2_plate3_BC19","H1N1",0.106551773468286,0.200932278055351,0.190636285978533,0.169992598663068,0.281422310549044,0.0214411465603969,0.12188085398162
"huDistalExp2_plate3_BC44","huDistalExp2_plate3_BC44","H1N1",0.0833904106389504,0.355679644872124,0.100212431460874,0.19536754450888,0.220958773609322,-0.114584456242057,-0.0957856864520502
"huDistalExp2_plate3_BC75","huDistalExp2_plate3_BC75","H1N1",0.0774098832344807,0.230324118153194,0.314280324655894,0.403626558968985,0.25725264370584,-0.0288925200581283,0.0841775752150321
"huDistalExp2_plate3_BC17","huDistalExp2_plate3_BC17","SARS-CoV-2",0.0875192289558789,0.176103359917159,0.11911046864731,0.166230169800556,0.0459313165986091,0.14513339028073,-0.0712022709819042
"huDistalExp2_plate3_BC64","huDistalExp2_plate3_BC64","H1N1",0.30469388794602,0.00953639250127114,0.183657838720419,0.332641243173216,0.213048186262631,-0.0897835045072904,0.102986180367242
"huDistalExp2_plate3_BC93","huDistalExp2_plate3_BC93","H1N1",0.186610482025102,0.236647245833551,0.0633000154104465,0.167209746134793,0.188192518966626,-0.150499237142781,0.0232539501150306
"huDistalExp2_plate3_BC59","huDistalExp2_plate3_BC59","H1N1",0.184590552979242,0.24201518307671,0.318080165167457,0.122192015165818,0.124907047166997,0.152969568605727,0.273476735209663
"huDistalExp2_plate3_BC42","huDistalExp2_plate3_BC42","H1N1",0.0684244419033453,0.309353577905272,-0.15899730809615,0.0608330655428999,0.149850476576538,0.0762943078954276,0.050445112987202
"huDistalExp2_plate3_BC4","huDistalExp2_plate3_BC4","H1N1",0.200121014072183,0.306326976490332,0.389371050556253,0.19117913541901,-0.075257746827478,0.0778139475016765,0.050773938136216
"huDistalExp2_plate3_BC87","huDistalExp2_plate3_BC87","H1N1",0.285891435866581,0.295828274018267,0.0742698757670088,0.152256498379093,0.33025365385205,-0.105574519868216,0.160181071307796
"huDistalExp2_plate3_BC30","huDistalExp2_plate3_BC30","H1N1",0.0927243283057313,0.205155348845537,0.026371008278568,0.200666966757432,0.330104565691925,0.0514130747103749,0.179004527940671
"huDistalExp2_plate3_BC53","huDistalExp2_plate3_BC53","C.ALB",0.348956952697403,0.149719565356904,0.104204292693048,0.260337077144009,0.110524577200071,-0.0593329791938385,0.189876463428781
"huDistalExp2_plate3_BC15","huDistalExp2_plate3_BC15","H1N1",-0.153638776474794,0.0107480916321756,0.0684879939990919,0.0788300195612812,0.0283047065489836,-0.140102413621559,-0.00698454418693495
"huDistalExp2_plate3_BC73","huDistalExp2_plate3_BC73","H1N1",0.162545188717575,0.282123349632493,0.190419930403719,0.0769961881310041,0.00136826878857649,0.00374316383422851,0.0756655635646408
"huDistalExp2_plate3_BC16","huDistalExp2_plate3_BC16","H1N1",0.33434257035092,0.191531003961247,0.229120822774999,0.302336026588262,0.361772085082609,0.197976100828458,0.169087177026266
"huDistalExp2_plate3_BC85","huDistalExp2_plate3_BC85","Auto-reactivity",0.231518861655396,0.240651100199282,0.126121024302235,0.458820317455569,0.155944431002091,0.113442664184306,0.218102935122629
"huDistalExp2_plate3_BC77","huDistalExp2_plate3_BC77","H1N1",0.101780629908851,-0.0078957088713093,0.0897525971687581,0.0671229351123693,0.149781774398116,-0.0661857129673744,0.0326334694500141
"huDistalExp2_plate3_BC67","huDistalExp2_plate3_BC67","H1N1",0.31281790481761,0.15055131199811,0.283266465484062,0.233261036278422,0.252038100083509,0.0557094093020679,0.135408180386278
"huDistalExp2_plate3_BC60","huDistalExp2_plate3_BC60","H1N1",-0.0365975583943839,0.19575230534209,0.0578004581996697,0.135755918368063,0.218307457640043,-0.0443784918224643,-0.047829770937668
"huDistalExp2_plate3_BC29","huDistalExp2_plate3_BC29","H1N1",0.355359392987877,0.265316891595361,0.0983151391991542,0.168180262956958,0.173733393466883,0.0243417843630664,0.208655913435801
"huDistalExp2_plate3_BC36","huDistalExp2_plate3_BC36","H1N1",0.172013337413062,0.394970252819135,0.216974561710532,0.188438513131276,0.188793370530901,-0.0159356856398485,0.106011366200873
"huDistalExp2_plate4_BC65","huDistalExp2_plate4_BC65","H1N1",0.145825463942855,0.203620411485918,0.21501912569364,0.138661967574929,0.124160431303985,-0.0950226860342545,0.024868656671943
"huDistalExp2_plate4_BC21","huDistalExp2_plate4_BC21","H1N1",0.143592347507253,0.35208659005868,0.147352829461691,0.404572656824252,0.349890236591406,-0.088032070969656,0.166353448078767
"huDistalExp2_plate4_BC31","huDistalExp2_plate4_BC31","H1N1",-0.00611531893438566,0.20302110200268,0.0636519514914861,-0.0118393150964033,-0.146967816134782,-0.0514577933953256,-0.0317413568688197
"huDistalExp2_plate4_BC86","huDistalExp2_plate4_BC86","H1N1",0.291028851962138,0.242523941099183,0.088675788295122,0.173817768213088,0.248382979041823,-0.0520568904569993,0.0981920545074624
"huDistalExp2_plate4_BC18","huDistalExp2_plate4_BC18","H1N1",0.0895590792916596,0.310273060014065,0.21911506880077,-0.0202945589730651,0.0593403866592076,-0.0416973261424851,0.184583364814194
"huDistalExp2_plate4_BC51","huDistalExp2_plate4_BC51","H1N1",0.106194302783635,0.201315213070846,0.0654922832504814,0.254517839678664,0.18498725493929,-0.0594391672209397,0.0284132054576847
"huDistalExp2_plate4_BC56","huDistalExp2_plate4_BC56","H1N1",0.209612673318287,0.207910621758473,-0.016273326226067,0.278816951480641,0.244873531862683,0.0356004477025381,0.143832803047694
"huDistalExp2_plate4_BC69","huDistalExp2_plate4_BC69","H1N1",0.347694105359401,0.126506528866935,-0.00842033757243105,0.191455254893843,0.272180362880832,0.0640406195410422,0.360729804987303
"huDistalExp2_plate4_BC92","huDistalExp2_plate4_BC92","H1N1",0.153958054548511,-0.0283820128369511,-0.113745429376827,0.0522121476916355,0.163908693346652,-0.0345857568995999,0.0195294797050145
"huDistalExp2_plate4_BC54","huDistalExp2_plate4_BC54","H1N1",0.0235820226914574,-0.0858494894134826,0.0221602972766517,0.134777078883617,0.0552361828417278,-0.140965381622522,-0.0770519193372727
"huDistalExp2_plate4_BC58","huDistalExp2_plate4_BC58","H1N1",0.158494043746953,0.128742690548927,-0.0391850577331563,-0.0340230378142077,0.29764343721352,0.0936191863131334,0.258726327372083
"huDistalExp2_plate4_BC26","huDistalExp2_plate4_BC26","H1N1",0.0949255760920791,0.0875156297151473,0.0734273287119375,-0.00499258530230118,0.144427746611704,0.0688965339681479,-0.0132512942487969
"huDistalExp2_plate4_BC39","huDistalExp2_plate4_BC39","H1N1",0.409557569851692,0.210767486987675,0.186649876268245,0.150267007203318,0.133861416969861,0.191971452974437,-0.0328559843512494
"huDistalExp2_plate4_BC14","huDistalExp2_plate4_BC14","H1N1",0.175488531703148,0.115243882220258,0.025710826983745,-0.0160165276722717,0.2328889672971,0.0261796604253623,0.217759113057311
"huDistalExp2_plate4_BC27","huDistalExp2_plate4_BC27","H1N1",0.308743446786242,0.0492895401972231,0.142017660462142,0.035837609252704,0.106272414007911,-0.0811451571249568,0.0778802089549016
"huDistalExp2_plate4_BC36","huDistalExp2_plate4_BC36","H1N1",-0.02401536304775,0.153266768024377,0.0333430170617531,0.0796706771304561,0.133524979759099,-0.102888232409281,0.0945959098485929
"huDistalExp2_plate4_BC28","huDistalExp2_plate4_BC28","C.ALB",0.435949488283663,0.0897353860827405,0.278799972432152,0.149337123919465,0.0820172800716238,0.187469141070521,0.16864274905986
